# Spin-echo spectrometer data file
# Start Time 2:49:1 8/8/2024

# System Status at:  2:49:1 8/8/2024
sample description: Ni(111)
comment:  
nozzle pressure: unused
nozzle temperature: +00.000
source backing pressure: Can't open [ /home/sudy/status/edwardsagc1.status ] at /home/sudy/bin/get_value line 16.
scattering chamber pressure by tpg:  2.6800E-09
crystal temperature: 5.30
manipulator desired alpha: 75.000000
manipulator desired beta: 2.346200
manipulator desired gamma: 25.282800
specular ga: 25.282823
detector pressure: Can't open [ /home/sudy/status/ionivac2.status ] at /home/sudy/bin/get_value line 16.
attenuation staus: /bin/bash: read_attenuation.sh: command not found

beam_prperties:
G5 0.60651
Psourse 8.08835e-05
p303 0.105545
p3053 0.005069
wika1 0.020707
wika2 0.169738
wika3 -0.257282
comp 0.042801

Gas:He3

channeltron voltage: 

# scan_1d(1.000000,-0.050000,0.050000,151,50,1,1)
# Calibrated current I1
# solenoid:1.000000
# min_value:-0.050000
# max_value:0.050000
I1-I2-A:1.020597
I1-I2-B:-0.000640
# other_solenoid_current:0
# numsteps:151
# numloops:50
# count_time:1
# savemode:1
# angular data
# loop number 1
1.609223e-09 -5.000000e-02 -5.000000e-02 -8.158541e-04
1.609174e-09 -4.933333e-02 -4.933333e-02 -8.158541e-04
1.609621e-09 -4.866667e-02 -4.866667e-02 -8.158541e-04
1.604984e-09 -4.800000e-02 -4.800000e-02 -8.158541e-04
1.613958e-09 -4.733333e-02 -4.733333e-02 -8.158541e-04
1.603040e-09 -4.666667e-02 -4.666667e-02 -8.158541e-04
1.602847e-09 -4.600000e-02 -4.600000e-02 -8.158541e-04
1.607977e-09 -4.533333e-02 -4.533333e-02 -8.158541e-04
1.607203e-09 -4.466667e-02 -4.466667e-02 -8.158541e-04
1.605188e-09 -4.400000e-02 -4.400000e-02 -8.158541e-04
1.619498e-09 -4.333333e-02 -4.333333e-02 -8.158541e-04
1.599820e-09 -4.266667e-02 -4.266667e-02 -8.158541e-04
1.605754e-09 -4.200000e-02 -4.200000e-02 -8.158541e-04
1.601912e-09 -4.133333e-02 -4.133333e-02 -8.158541e-04
1.611344e-09 -4.066667e-02 -4.066667e-02 -8.158541e-04
1.626998e-09 -4.000000e-02 -4.000000e-02 -8.158541e-04
1.604731e-09 -3.933333e-02 -3.933333e-02 -8.158541e-04
1.610778e-09 -3.866667e-02 -3.866667e-02 -8.158541e-04
1.601482e-09 -3.800000e-02 -3.800000e-02 -8.158541e-04
1.619372e-09 -3.733333e-02 -3.733333e-02 -8.158541e-04
1.619851e-09 -3.666667e-02 -3.666667e-02 -8.158541e-04
1.615804e-09 -3.600000e-02 -3.600000e-02 -8.158541e-04
1.612384e-09 -3.533333e-02 -3.533333e-02 -8.158541e-04
1.606131e-09 -3.466667e-02 -3.466667e-02 -8.158541e-04
1.595095e-09 -3.400000e-02 -3.400000e-02 -8.158541e-04
1.609404e-09 -3.333333e-02 -3.333333e-02 -8.158541e-04
1.610428e-09 -3.266667e-02 -3.266667e-02 -8.158541e-04
1.610460e-09 -3.200000e-02 -3.200000e-02 -8.158541e-04
1.610327e-09 -3.133333e-02 -3.133333e-02 -8.158541e-04
1.601931e-09 -3.066667e-02 -3.066667e-02 -8.158541e-04
1.599250e-09 -3.000000e-02 -3.000000e-02 -8.158541e-04
1.610569e-09 -2.933333e-02 -2.933333e-02 -8.158541e-04
1.609069e-09 -2.866667e-02 -2.866667e-02 -8.158541e-04
1.601035e-09 -2.800000e-02 -2.800000e-02 -8.158541e-04
1.611799e-09 -2.733333e-02 -2.733333e-02 -8.158541e-04
1.614597e-09 -2.666667e-02 -2.666667e-02 -8.158541e-04
1.599459e-09 -2.600000e-02 -2.600000e-02 -8.158541e-04
1.605181e-09 -2.533333e-02 -2.533333e-02 -8.158541e-04
1.608551e-09 -2.466667e-02 -2.466667e-02 -8.158541e-04
1.607259e-09 -2.400000e-02 -2.400000e-02 -8.158541e-04
1.592780e-09 -2.333333e-02 -2.333333e-02 -8.158541e-04
1.620565e-09 -2.266667e-02 -2.266667e-02 -8.158541e-04
1.610755e-09 -2.200000e-02 -2.200000e-02 -8.158541e-04
1.596515e-09 -2.133333e-02 -2.133333e-02 -8.158541e-04
1.616874e-09 -2.066667e-02 -2.066667e-02 -8.158541e-04
1.602772e-09 -2.000000e-02 -2.000000e-02 -8.158541e-04
1.596950e-09 -1.933333e-02 -1.933333e-02 -8.158541e-04
1.608688e-09 -1.866667e-02 -1.866667e-02 -8.158541e-04
1.602067e-09 -1.800000e-02 -1.800000e-02 -8.158541e-04
1.613750e-09 -1.733333e-02 -1.733333e-02 -8.158541e-04
1.602590e-09 -1.666667e-02 -1.666667e-02 -8.158541e-04
1.598578e-09 -1.600000e-02 -1.600000e-02 -8.158541e-04
1.600254e-09 -1.533333e-02 -1.533333e-02 -8.158541e-04
1.602374e-09 -1.466667e-02 -1.466667e-02 -8.158541e-04
1.598765e-09 -1.400000e-02 -1.400000e-02 -8.158541e-04
1.593145e-09 -1.333333e-02 -1.333333e-02 -8.158541e-04
1.605203e-09 -1.266667e-02 -1.266667e-02 -8.158541e-04
1.601018e-09 -1.200000e-02 -1.200000e-02 -8.158541e-04
1.604602e-09 -1.133333e-02 -1.133333e-02 -8.158541e-04
1.614789e-09 -1.066667e-02 -1.066667e-02 -8.158541e-04
1.603185e-09 -1.000000e-02 -1.000000e-02 -8.158541e-04
1.602490e-09 -9.333333e-03 -9.333333e-03 -8.158541e-04
1.613573e-09 -8.666667e-03 -8.666667e-03 -8.158541e-04
1.602328e-09 -8.000000e-03 -8.000000e-03 -8.158541e-04
1.599013e-09 -7.333333e-03 -7.333333e-03 -8.158541e-04
1.586513e-09 -6.666667e-03 -6.666667e-03 -8.158541e-04
1.600606e-09 -6.000000e-03 -6.000000e-03 -8.158541e-04
1.607756e-09 -5.333333e-03 -5.333333e-03 -8.158541e-04
1.607113e-09 -4.666667e-03 -4.666667e-03 -8.158541e-04
1.604008e-09 -4.000000e-03 -4.000000e-03 -8.158541e-04
1.616373e-09 -3.333333e-03 -3.333333e-03 -8.158541e-04
1.617799e-09 -2.666667e-03 -2.666667e-03 -8.158541e-04
1.612142e-09 -2.000000e-03 -2.000000e-03 -8.158541e-04
1.619733e-09 -1.333333e-03 -1.333333e-03 -8.158541e-04
