# Spin-echo spectrometer data file
# Start Time 17:13:44 30/7/2024

# System Status at:  17:13:44 30/7/2024
sample description: Ni(111)
comment:  
nozzle pressure: unused
nozzle temperature: +00.000
source backing pressure: Can't open [ /home/sudy/status/edwardsagc1.status ] at /home/sudy/bin/get_value line 16.
scattering chamber pressure by tpg:  3.2400E-09
crystal temperature: 29.33
manipulator desired alpha: 75.000000
manipulator desired beta: 2.255600
manipulator desired gamma: 14.073000
specular ga: 14.072950
detector pressure: Can't open [ /home/sudy/status/ionivac2.status ] at /home/sudy/bin/get_value line 16.
attenuation staus: /bin/bash: read_attenuation.sh: command not found

beam_prperties:
G5 0.572815
Psourse 8.08835e-05
p303 0.111849
p3053 0.005069
wika1 0.017010
wika2 0.170962
wika3 -0.204497
comp 0.042801
Gas:He3

channeltron voltage: 

# scan_1d(1.000000,-0.050000,0.050000,151,50,1,1)
# Calibrated current I1
# solenoid:1.000000
# min_value:-0.050000
# max_value:0.050000
I1-I2-A:1.020597
I1-I2-B:-0.000640
# other_solenoid_current:0
# numsteps:151
# numloops:50
# count_time:1
# savemode:1
# angular data
# loop number 1
4.275886e-10 -5.000000e-02 -5.000000e-02 -8.203564e-04
4.287536e-10 -4.933333e-02 -4.933333e-02 -8.203564e-04
4.239928e-10 -4.866667e-02 -4.866667e-02 -8.203564e-04
4.240948e-10 -4.800000e-02 -4.800000e-02 -8.203564e-04
4.337588e-10 -4.733333e-02 -4.733333e-02 -8.203564e-04
4.300829e-10 -4.666667e-02 -4.666667e-02 -8.203564e-04
4.343270e-10 -4.600000e-02 -4.600000e-02 -8.203564e-04
4.295488e-10 -4.533333e-02 -4.533333e-02 -8.203564e-04
4.265782e-10 -4.466667e-02 -4.466667e-02 -8.203564e-04
4.218830e-10 -4.400000e-02 -4.400000e-02 -8.203564e-04
4.325650e-10 -4.333333e-02 -4.333333e-02 -8.203564e-04
4.272898e-10 -4.266667e-02 -4.266667e-02 -8.203564e-04
4.322914e-10 -4.200000e-02 -4.200000e-02 -8.203564e-04
4.314950e-10 -4.133333e-02 -4.133333e-02 -8.203564e-04
4.324646e-10 -4.066667e-02 -4.066667e-02 -8.203564e-04
4.319383e-10 -4.000000e-02 -4.000000e-02 -8.203564e-04
4.274486e-10 -3.933333e-02 -3.933333e-02 -8.203564e-04
4.275339e-10 -3.866667e-02 -3.866667e-02 -8.203564e-04
4.272873e-10 -3.800000e-02 -3.800000e-02 -8.203564e-04
4.216471e-10 -3.733333e-02 -3.733333e-02 -8.203564e-04
4.300717e-10 -3.666667e-02 -3.666667e-02 -8.203564e-04
4.289037e-10 -3.600000e-02 -3.600000e-02 -8.203564e-04
4.283098e-10 -3.533333e-02 -3.533333e-02 -8.203564e-04
4.282360e-10 -3.466667e-02 -3.466667e-02 -8.203564e-04
4.309328e-10 -3.400000e-02 -3.400000e-02 -8.203564e-04
4.313846e-10 -3.333333e-02 -3.333333e-02 -8.203564e-04
4.269412e-10 -3.266667e-02 -3.266667e-02 -8.203564e-04
4.193333e-10 -3.200000e-02 -3.200000e-02 -8.203564e-04
4.198986e-10 -3.133333e-02 -3.133333e-02 -8.203564e-04
4.258783e-10 -3.066667e-02 -3.066667e-02 -8.203564e-04
4.279723e-10 -3.000000e-02 -3.000000e-02 -8.203564e-04
4.261257e-10 -2.933333e-02 -2.933333e-02 -8.203564e-04
4.267806e-10 -2.866667e-02 -2.866667e-02 -8.203564e-04
4.276594e-10 -2.800000e-02 -2.800000e-02 -8.203564e-04
4.188800e-10 -2.733333e-02 -2.733333e-02 -8.203564e-04
4.235215e-10 -2.666667e-02 -2.666667e-02 -8.203564e-04
4.291755e-10 -2.600000e-02 -2.600000e-02 -8.203564e-04
4.334850e-10 -2.533333e-02 -2.533333e-02 -8.203564e-04
4.293491e-10 -2.466667e-02 -2.466667e-02 -8.203564e-04
4.312068e-10 -2.400000e-02 -2.400000e-02 -8.203564e-04
4.383378e-10 -2.333333e-02 -2.333333e-02 -8.203564e-04
4.246089e-10 -2.266667e-02 -2.266667e-02 -8.203564e-04
4.255543e-10 -2.200000e-02 -2.200000e-02 -8.203564e-04
4.198648e-10 -2.133333e-02 -2.133333e-02 -8.203564e-04
4.235090e-10 -2.066667e-02 -2.066667e-02 -8.203564e-04
4.282572e-10 -2.000000e-02 -2.000000e-02 -8.203564e-04
4.312702e-10 -1.933333e-02 -1.933333e-02 -8.203564e-04
4.307980e-10 -1.866667e-02 -1.866667e-02 -8.203564e-04
4.261493e-10 -1.800000e-02 -1.800000e-02 -8.203564e-04
4.200545e-10 -1.733333e-02 -1.733333e-02 -8.203564e-04
4.243456e-10 -1.666667e-02 -1.666667e-02 -8.203564e-04
4.207816e-10 -1.600000e-02 -1.600000e-02 -8.203564e-04
4.292342e-10 -1.533333e-02 -1.533333e-02 -8.203564e-04
4.321273e-10 -1.466667e-02 -1.466667e-02 -8.203564e-04
4.310410e-10 -1.400000e-02 -1.400000e-02 -8.203564e-04
4.275331e-10 -1.333333e-02 -1.333333e-02 -8.203564e-04
4.274900e-10 -1.266667e-02 -1.266667e-02 -8.203564e-04
4.194128e-10 -1.200000e-02 -1.200000e-02 -8.203564e-04
4.249832e-10 -1.133333e-02 -1.133333e-02 -8.203564e-04
4.224809e-10 -1.066667e-02 -1.066667e-02 -8.203564e-04
4.265819e-10 -1.000000e-02 -1.000000e-02 -8.203564e-04
4.292679e-10 -9.333333e-03 -9.333333e-03 -8.203564e-04
4.249658e-10 -8.666667e-03 -8.666667e-03 -8.203564e-04
4.293081e-10 -8.000000e-03 -8.000000e-03 -8.203564e-04
4.165037e-10 -7.333333e-03 -7.333333e-03 -8.203564e-04
4.240555e-10 -6.666667e-03 -6.666667e-03 -8.203564e-04
4.207563e-10 -6.000000e-03 -6.000000e-03 -8.203564e-04
4.210697e-10 -5.333333e-03 -5.333333e-03 -8.203564e-04
4.245631e-10 -4.666667e-03 -4.666667e-03 -8.203564e-04
4.270826e-10 -4.000000e-03 -4.000000e-03 -8.203564e-04
4.226264e-10 -3.333333e-03 -3.333333e-03 -8.203564e-04
4.205899e-10 -2.666667e-03 -2.666667e-03 -8.203564e-04
4.282399e-10 -2.000000e-03 -2.000000e-03 -8.203564e-04
4.205018e-10 -1.333333e-03 -1.333333e-03 -8.203564e-04
4.217141e-10 -6.666667e-04 -6.666667e-04 -8.203564e-04
4.241161e-10 0 0 -8.203564e-04
