# Spin-echo spectrometer data file
# Start Time 16:36:42 19/8/2024

# System Status at:  16:36:42 19/8/2024
sample description: Ni(111)
comment:  
nozzle pressure: unused
nozzle temperature: +00.000
source backing pressure: Can't open [ /home/sudy/status/edwardsagc1.status ] at /home/sudy/bin/get_value line 16.
scattering chamber pressure by tpg:  1.7600E-09
crystal temperature: 29.33
manipulator desired alpha: 75.000000
manipulator desired beta: 2.331700
manipulator desired gamma: 25.008700
specular ga: 25.008676
detector pressure: Can't open [ /home/sudy/status/ionivac2.status ] at /home/sudy/bin/get_value line 16.
attenuation staus: /bin/bash: read_attenuation.sh: command not found

beam_prperties:
G5 0
Psourse 3.02329e-05
p303 0.052613
p3053 0.000100
wika1 0.024405
wika2 0.169738
wika3 -0.263148
comp 0.042801
1:Unix
Gas:He3

channeltron voltage: 

# scan_1d(1.000000,-0.050000,0.050000,151,50,1,1)
# Calibrated current I1
# solenoid:1.000000
# min_value:-0.050000
# max_value:0.050000
I1-I2-A:1.020597
I1-I2-B:-0.000640
# other_solenoid_current:0
# numsteps:151
# numloops:50
# count_time:1
# savemode:1
# angular data
# loop number 1
1.119377e-09 -5.000000e-02 -5.000000e-02 -8.473700e-04
1.112724e-09 -4.933333e-02 -4.933333e-02 -8.473700e-04
1.128666e-09 -4.866667e-02 -4.866667e-02 -8.473700e-04
1.122907e-09 -4.800000e-02 -4.800000e-02 -8.473700e-04
1.123196e-09 -4.733333e-02 -4.733333e-02 -8.473700e-04
1.112702e-09 -4.666667e-02 -4.666667e-02 -8.473700e-04
1.125845e-09 -4.600000e-02 -4.600000e-02 -8.473700e-04
1.111590e-09 -4.533333e-02 -4.533333e-02 -8.473700e-04
1.109146e-09 -4.466667e-02 -4.466667e-02 -8.473700e-04
1.123401e-09 -4.400000e-02 -4.400000e-02 -8.473700e-04
1.121215e-09 -4.333333e-02 -4.333333e-02 -8.473700e-04
1.116400e-09 -4.266667e-02 -4.266667e-02 -8.473700e-04
1.111366e-09 -4.200000e-02 -4.200000e-02 -8.473700e-04
1.114766e-09 -4.133333e-02 -4.133333e-02 -8.473700e-04
1.118869e-09 -4.066667e-02 -4.066667e-02 -8.473700e-04
1.119532e-09 -4.000000e-02 -4.000000e-02 -8.473700e-04
1.114563e-09 -3.933333e-02 -3.933333e-02 -8.473700e-04
1.116366e-09 -3.866667e-02 -3.866667e-02 -8.473700e-04
1.116785e-09 -3.800000e-02 -3.800000e-02 -8.473700e-04
1.109442e-09 -3.733333e-02 -3.733333e-02 -8.473700e-04
1.115938e-09 -3.666667e-02 -3.666667e-02 -8.473700e-04
