# Spin-echo spectrometer data file
# Start Time 23:6:59 7/8/2024

# System Status at:  23:6:59 7/8/2024
sample description: Ni(111)
comment:  
nozzle pressure: unused
nozzle temperature: +00.000
source backing pressure: Can't open [ /home/sudy/status/edwardsagc1.status ] at /home/sudy/bin/get_value line 16.
scattering chamber pressure by tpg:  2.7000E-09
crystal temperature: 5.30
manipulator desired alpha: 75.000000
manipulator desired beta: 2.347800
manipulator desired gamma: 25.285800
specular ga: 25.285846
detector pressure: Can't open [ /home/sudy/status/ionivac2.status ] at /home/sudy/bin/get_value line 16.
attenuation staus: /bin/bash: read_attenuation.sh: command not found

beam_prperties:
G5 0.60651
Psourse 8.08835e-05
p303 0.109707
p3053 0.004971
wika1 0.013312
wika2 0.169738
wika3 -0.255327
comp 0.042801

Gas:He3

channeltron voltage: 

# scan_1d(1.000000,-0.050000,0.050000,151,50,1,1)
# Calibrated current I1
# solenoid:1.000000
# min_value:-0.050000
# max_value:0.050000
I1-I2-A:1.020597
I1-I2-B:-0.000640
# other_solenoid_current:0
# numsteps:151
# numloops:50
# count_time:1
# savemode:1
# angular data
# loop number 1
1.757084e-09 -5.000000e-02 -5.000000e-02 -8.758845e-04
1.781930e-09 -4.933333e-02 -4.933333e-02 -8.758845e-04
1.769784e-09 -4.866667e-02 -4.866667e-02 -8.758845e-04
1.754179e-09 -4.800000e-02 -4.800000e-02 -8.758845e-04
1.759451e-09 -4.733333e-02 -4.733333e-02 -8.758845e-04
1.769671e-09 -4.666667e-02 -4.666667e-02 -8.758845e-04
1.767825e-09 -4.600000e-02 -4.600000e-02 -8.758845e-04
1.786912e-09 -4.533333e-02 -4.533333e-02 -8.758845e-04
1.774495e-09 -4.466667e-02 -4.466667e-02 -8.758845e-04
1.778054e-09 -4.400000e-02 -4.400000e-02 -8.758845e-04
1.767610e-09 -4.333333e-02 -4.333333e-02 -8.758845e-04
1.787575e-09 -4.266667e-02 -4.266667e-02 -8.758845e-04
1.772996e-09 -4.200000e-02 -4.200000e-02 -8.758845e-04
1.772858e-09 -4.133333e-02 -4.133333e-02 -8.758845e-04
1.765877e-09 -4.066667e-02 -4.066667e-02 -8.758845e-04
1.754760e-09 -4.000000e-02 -4.000000e-02 -8.758845e-04
1.764349e-09 -3.933333e-02 -3.933333e-02 -8.758845e-04
1.776567e-09 -3.866667e-02 -3.866667e-02 -8.758845e-04
1.777890e-09 -3.800000e-02 -3.800000e-02 -8.758845e-04
1.777156e-09 -3.733333e-02 -3.733333e-02 -8.758845e-04
1.776655e-09 -3.666667e-02 -3.666667e-02 -8.758845e-04
1.775727e-09 -3.600000e-02 -3.600000e-02 -8.758845e-04
1.780123e-09 -3.533333e-02 -3.533333e-02 -8.758845e-04
1.791065e-09 -3.466667e-02 -3.466667e-02 -8.758845e-04
1.782464e-09 -3.400000e-02 -3.400000e-02 -8.758845e-04
1.777349e-09 -3.333333e-02 -3.333333e-02 -8.758845e-04
1.786556e-09 -3.266667e-02 -3.266667e-02 -8.758845e-04
1.771543e-09 -3.200000e-02 -3.200000e-02 -8.758845e-04
1.771041e-09 -3.133333e-02 -3.133333e-02 -8.758845e-04
1.759637e-09 -3.066667e-02 -3.066667e-02 -8.758845e-04
1.763046e-09 -3.000000e-02 -3.000000e-02 -8.758845e-04
1.793354e-09 -2.933333e-02 -2.933333e-02 -8.758845e-04
1.786440e-09 -2.866667e-02 -2.866667e-02 -8.758845e-04
1.776494e-09 -2.800000e-02 -2.800000e-02 -8.758845e-04
1.766856e-09 -2.733333e-02 -2.733333e-02 -8.758845e-04
1.774102e-09 -2.666667e-02 -2.666667e-02 -8.758845e-04
1.779286e-09 -2.600000e-02 -2.600000e-02 -8.758845e-04
1.761302e-09 -2.533333e-02 -2.533333e-02 -8.758845e-04
1.761812e-09 -2.466667e-02 -2.466667e-02 -8.758845e-04
1.766420e-09 -2.400000e-02 -2.400000e-02 -8.758845e-04
1.773232e-09 -2.333333e-02 -2.333333e-02 -8.758845e-04
1.771905e-09 -2.266667e-02 -2.266667e-02 -8.758845e-04
1.771682e-09 -2.200000e-02 -2.200000e-02 -8.758845e-04
1.789196e-09 -2.133333e-02 -2.133333e-02 -8.758845e-04
1.775749e-09 -2.066667e-02 -2.066667e-02 -8.758845e-04
1.769664e-09 -2.000000e-02 -2.000000e-02 -8.758845e-04
1.780375e-09 -1.933333e-02 -1.933333e-02 -8.758845e-04
1.769184e-09 -1.866667e-02 -1.866667e-02 -8.758845e-04
1.778969e-09 -1.800000e-02 -1.800000e-02 -8.758845e-04
1.782387e-09 -1.733333e-02 -1.733333e-02 -8.758845e-04
1.753455e-09 -1.666667e-02 -1.666667e-02 -8.758845e-04
1.781560e-09 -1.600000e-02 -1.600000e-02 -8.758845e-04
1.783759e-09 -1.533333e-02 -1.533333e-02 -8.758845e-04
1.782633e-09 -1.466667e-02 -1.466667e-02 -8.758845e-04
1.779834e-09 -1.400000e-02 -1.400000e-02 -8.758845e-04
1.770511e-09 -1.333333e-02 -1.333333e-02 -8.758845e-04
1.764353e-09 -1.266667e-02 -1.266667e-02 -8.758845e-04
1.763598e-09 -1.200000e-02 -1.200000e-02 -8.758845e-04
1.771734e-09 -1.133333e-02 -1.133333e-02 -8.758845e-04
1.773268e-09 -1.066667e-02 -1.066667e-02 -8.758845e-04
1.775772e-09 -1.000000e-02 -1.000000e-02 -8.758845e-04
1.768233e-09 -9.333333e-03 -9.333333e-03 -8.758845e-04
1.777315e-09 -8.666667e-03 -8.666667e-03 -8.758845e-04
1.777672e-09 -8.000000e-03 -8.000000e-03 -8.758845e-04
1.764334e-09 -7.333333e-03 -7.333333e-03 -8.758845e-04
1.755334e-09 -6.666667e-03 -6.666667e-03 -8.758845e-04
1.786526e-09 -6.000000e-03 -6.000000e-03 -8.758845e-04
1.772799e-09 -5.333333e-03 -5.333333e-03 -8.758845e-04
1.767921e-09 -4.666667e-03 -4.666667e-03 -8.758845e-04
1.791238e-09 -4.000000e-03 -4.000000e-03 -8.758845e-04
1.765733e-09 -3.333333e-03 -3.333333e-03 -8.758845e-04
1.782127e-09 -2.666667e-03 -2.666667e-03 -8.758845e-04
1.775091e-09 -2.000000e-03 -2.000000e-03 -8.758845e-04
1.765331e-09 -1.333333e-03 -1.333333e-03 -8.758845e-04
1.771008e-09 -6.666667e-04 -6.666667e-04 -8.758845e-04
1.761174e-09 0 0 -8.758845e-04
1.781959e-09 6.666667e-04 6.666667e-04 -8.758845e-04
