# Spin-echo spectrometer data file
# Start Time 21:26:0 30/7/2024

# System Status at:  21:26:0 30/7/2024
sample description: Ni(111)
comment:  
nozzle pressure: unused
nozzle temperature: +00.000
source backing pressure: Can't open [ /home/sudy/status/edwardsagc1.status ] at /home/sudy/bin/get_value line 16.
scattering chamber pressure by tpg:  3.0300E-09
crystal temperature: 29.33
manipulator desired alpha: 75.000000
manipulator desired beta: 2.260000
manipulator desired gamma: 14.068200
specular ga: 14.068165
detector pressure: Can't open [ /home/sudy/status/ionivac2.status ] at /home/sudy/bin/get_value line 16.
attenuation staus: /bin/bash: read_attenuation.sh: command not found

beam_prperties:
G5 0.640205
Psourse 8.08835e-05
p303 0.111849
p3053 0.005168
wika1 0.013312
wika2 0.164840
wika3 -0.198631
comp 0.042801
Gas:He3

channeltron voltage: 

# scan_1d(1.000000,-0.050000,0.050000,151,50,1,1)
# Calibrated current I1
# solenoid:1.000000
# min_value:-0.050000
# max_value:0.050000
I1-I2-A:1.020597
I1-I2-B:-0.000640
# other_solenoid_current:0
# numsteps:151
# numloops:50
# count_time:1
# savemode:1
# angular data
# loop number 1
3.592766e-10 -5.000000e-02 -5.000000e-02 -8.278602e-04
3.625275e-10 -4.933333e-02 -4.933333e-02 -8.278602e-04
3.568412e-10 -4.866667e-02 -4.866667e-02 -8.278602e-04
3.588990e-10 -4.800000e-02 -4.800000e-02 -8.278602e-04
3.670092e-10 -4.733333e-02 -4.733333e-02 -8.278602e-04
3.563145e-10 -4.666667e-02 -4.666667e-02 -8.278602e-04
3.613944e-10 -4.600000e-02 -4.600000e-02 -8.278602e-04
3.636065e-10 -4.533333e-02 -4.533333e-02 -8.278602e-04
3.630335e-10 -4.466667e-02 -4.466667e-02 -8.278602e-04
3.552941e-10 -4.400000e-02 -4.400000e-02 -8.278602e-04
3.561230e-10 -4.333333e-02 -4.333333e-02 -8.278602e-04
3.638829e-10 -4.266667e-02 -4.266667e-02 -8.278602e-04
3.629286e-10 -4.200000e-02 -4.200000e-02 -8.278602e-04
3.565310e-10 -4.133333e-02 -4.133333e-02 -8.278602e-04
3.642968e-10 -4.066667e-02 -4.066667e-02 -8.278602e-04
3.575853e-10 -4.000000e-02 -4.000000e-02 -8.278602e-04
3.577598e-10 -3.933333e-02 -3.933333e-02 -8.278602e-04
3.572588e-10 -3.866667e-02 -3.866667e-02 -8.278602e-04
3.599231e-10 -3.800000e-02 -3.800000e-02 -8.278602e-04
3.675462e-10 -3.733333e-02 -3.733333e-02 -8.278602e-04
3.630332e-10 -3.666667e-02 -3.666667e-02 -8.278602e-04
3.614802e-10 -3.600000e-02 -3.600000e-02 -8.278602e-04
3.643023e-10 -3.533333e-02 -3.533333e-02 -8.278602e-04
3.612957e-10 -3.466667e-02 -3.466667e-02 -8.278602e-04
3.634864e-10 -3.400000e-02 -3.400000e-02 -8.278602e-04
3.577332e-10 -3.333333e-02 -3.333333e-02 -8.278602e-04
3.624483e-10 -3.266667e-02 -3.266667e-02 -8.278602e-04
3.644933e-10 -3.200000e-02 -3.200000e-02 -8.278602e-04
3.641542e-10 -3.133333e-02 -3.133333e-02 -8.278602e-04
3.606443e-10 -3.066667e-02 -3.066667e-02 -8.278602e-04
3.582232e-10 -3.000000e-02 -3.000000e-02 -8.278602e-04
3.566987e-10 -2.933333e-02 -2.933333e-02 -8.278602e-04
3.595296e-10 -2.866667e-02 -2.866667e-02 -8.278602e-04
3.576131e-10 -2.800000e-02 -2.800000e-02 -8.278602e-04
3.573302e-10 -2.733333e-02 -2.733333e-02 -8.278602e-04
3.579676e-10 -2.666667e-02 -2.666667e-02 -8.278602e-04
3.669792e-10 -2.600000e-02 -2.600000e-02 -8.278602e-04
3.556947e-10 -2.533333e-02 -2.533333e-02 -8.278602e-04
3.632435e-10 -2.466667e-02 -2.466667e-02 -8.278602e-04
3.607288e-10 -2.400000e-02 -2.400000e-02 -8.278602e-04
3.565970e-10 -2.333333e-02 -2.333333e-02 -8.278602e-04
3.606785e-10 -2.266667e-02 -2.266667e-02 -8.278602e-04
3.545822e-10 -2.200000e-02 -2.200000e-02 -8.278602e-04
3.568150e-10 -2.133333e-02 -2.133333e-02 -8.278602e-04
3.577122e-10 -2.066667e-02 -2.066667e-02 -8.278602e-04
3.588491e-10 -2.000000e-02 -2.000000e-02 -8.278602e-04
3.681347e-10 -1.933333e-02 -1.933333e-02 -8.278602e-04
3.647911e-10 -1.866667e-02 -1.866667e-02 -8.278602e-04
3.547923e-10 -1.800000e-02 -1.800000e-02 -8.278602e-04
3.566535e-10 -1.733333e-02 -1.733333e-02 -8.278602e-04
3.548991e-10 -1.666667e-02 -1.666667e-02 -8.278602e-04
3.527642e-10 -1.600000e-02 -1.600000e-02 -8.278602e-04
3.606018e-10 -1.533333e-02 -1.533333e-02 -8.278602e-04
3.568874e-10 -1.466667e-02 -1.466667e-02 -8.278602e-04
3.668478e-10 -1.400000e-02 -1.400000e-02 -8.278602e-04
3.675636e-10 -1.333333e-02 -1.333333e-02 -8.278602e-04
3.542095e-10 -1.266667e-02 -1.266667e-02 -8.278602e-04
3.552306e-10 -1.200000e-02 -1.200000e-02 -8.278602e-04
3.518809e-10 -1.133333e-02 -1.133333e-02 -8.278602e-04
3.595042e-10 -1.066667e-02 -1.066667e-02 -8.278602e-04
3.533592e-10 -1.000000e-02 -1.000000e-02 -8.278602e-04
