# Spin-echo spectrometer data file
# Start Time 3:43:48 20/8/2024

# System Status at:  3:43:48 20/8/2024
sample description: Ni(111)
comment:  
nozzle pressure: unused
nozzle temperature: +00.000
source backing pressure: Can't open [ /home/sudy/status/edwardsagc1.status ] at /home/sudy/bin/get_value line 16.
scattering chamber pressure by tpg:  1.8300E-09
crystal temperature: 29.33
manipulator desired alpha: 75.000000
manipulator desired beta: 2.325500
manipulator desired gamma: 24.998600
specular ga: 24.998629
detector pressure: Can't open [ /home/sudy/status/ionivac2.status ] at /home/sudy/bin/get_value line 16.
attenuation staus: /bin/bash: read_attenuation.sh: command not found

beam_prperties:
G5 0
Psourse 3.02329e-05
p303 0.051605
p3053 0.000100
wika1 0.017010
wika2 0.177085
wika3 -0.261193
comp 0.042801
1:Unix
Gas:He3

channeltron voltage: 

# scan_1d(1.000000,-0.050000,0.050000,151,50,1,1)
# Calibrated current I1
# solenoid:1.000000
# min_value:-0.050000
# max_value:0.050000
I1-I2-A:1.020597
I1-I2-B:-0.000640
# other_solenoid_current:0
# numsteps:151
# numloops:50
# count_time:1
# savemode:1
# angular data
# loop number 1
1.023463e-09 -5.000000e-02 -5.000000e-02 -8.518723e-04
1.023152e-09 -4.933333e-02 -4.933333e-02 -8.518723e-04
1.027802e-09 -4.866667e-02 -4.866667e-02 -8.518723e-04
1.022904e-09 -4.800000e-02 -4.800000e-02 -8.518723e-04
1.019923e-09 -4.733333e-02 -4.733333e-02 -8.518723e-04
1.021158e-09 -4.666667e-02 -4.666667e-02 -8.518723e-04
1.011219e-09 -4.600000e-02 -4.600000e-02 -8.518723e-04
1.015687e-09 -4.533333e-02 -4.533333e-02 -8.518723e-04
1.023452e-09 -4.466667e-02 -4.466667e-02 -8.518723e-04
1.024823e-09 -4.400000e-02 -4.400000e-02 -8.518723e-04
1.011119e-09 -4.333333e-02 -4.333333e-02 -8.518723e-04
1.030920e-09 -4.266667e-02 -4.266667e-02 -8.518723e-04
1.024309e-09 -4.200000e-02 -4.200000e-02 -8.518723e-04
1.020999e-09 -4.133333e-02 -4.133333e-02 -8.518723e-04
1.023727e-09 -4.066667e-02 -4.066667e-02 -8.518723e-04
1.019047e-09 -4.000000e-02 -4.000000e-02 -8.518723e-04
1.025886e-09 -3.933333e-02 -3.933333e-02 -8.518723e-04
1.020624e-09 -3.866667e-02 -3.866667e-02 -8.518723e-04
1.019081e-09 -3.800000e-02 -3.800000e-02 -8.518723e-04
1.025131e-09 -3.733333e-02 -3.733333e-02 -8.518723e-04
1.028514e-09 -3.666667e-02 -3.666667e-02 -8.518723e-04
1.024496e-09 -3.600000e-02 -3.600000e-02 -8.518723e-04
1.022640e-09 -3.533333e-02 -3.533333e-02 -8.518723e-04
1.024704e-09 -3.466667e-02 -3.466667e-02 -8.518723e-04
1.016069e-09 -3.400000e-02 -3.400000e-02 -8.518723e-04
1.026432e-09 -3.333333e-02 -3.333333e-02 -8.518723e-04
1.018524e-09 -3.266667e-02 -3.266667e-02 -8.518723e-04
1.015228e-09 -3.200000e-02 -3.200000e-02 -8.518723e-04
1.020433e-09 -3.133333e-02 -3.133333e-02 -8.518723e-04
1.024792e-09 -3.066667e-02 -3.066667e-02 -8.518723e-04
1.017302e-09 -3.000000e-02 -3.000000e-02 -8.518723e-04
1.029701e-09 -2.933333e-02 -2.933333e-02 -8.518723e-04
1.018663e-09 -2.866667e-02 -2.866667e-02 -8.518723e-04
1.017923e-09 -2.800000e-02 -2.800000e-02 -8.518723e-04
1.017590e-09 -2.733333e-02 -2.733333e-02 -8.518723e-04
1.014833e-09 -2.666667e-02 -2.666667e-02 -8.518723e-04
1.018992e-09 -2.600000e-02 -2.600000e-02 -8.518723e-04
1.016856e-09 -2.533333e-02 -2.533333e-02 -8.518723e-04
1.019599e-09 -2.466667e-02 -2.466667e-02 -8.518723e-04
1.022706e-09 -2.400000e-02 -2.400000e-02 -8.518723e-04
1.030899e-09 -2.333333e-02 -2.333333e-02 -8.518723e-04
1.025116e-09 -2.266667e-02 -2.266667e-02 -8.518723e-04
1.030704e-09 -2.200000e-02 -2.200000e-02 -8.518723e-04
1.018442e-09 -2.133333e-02 -2.133333e-02 -8.518723e-04
1.021243e-09 -2.066667e-02 -2.066667e-02 -8.518723e-04
1.016718e-09 -2.000000e-02 -2.000000e-02 -8.518723e-04
1.015994e-09 -1.933333e-02 -1.933333e-02 -8.518723e-04
1.023910e-09 -1.866667e-02 -1.866667e-02 -8.518723e-04
1.023837e-09 -1.800000e-02 -1.800000e-02 -8.518723e-04
1.016095e-09 -1.733333e-02 -1.733333e-02 -8.518723e-04
1.016671e-09 -1.666667e-02 -1.666667e-02 -8.518723e-04
1.025568e-09 -1.600000e-02 -1.600000e-02 -8.518723e-04
1.027016e-09 -1.533333e-02 -1.533333e-02 -8.518723e-04
1.019201e-09 -1.466667e-02 -1.466667e-02 -8.518723e-04
1.012329e-09 -1.400000e-02 -1.400000e-02 -8.518723e-04
1.010924e-09 -1.333333e-02 -1.333333e-02 -8.518723e-04
1.019626e-09 -1.266667e-02 -1.266667e-02 -8.518723e-04
1.022868e-09 -1.200000e-02 -1.200000e-02 -8.518723e-04
1.019210e-09 -1.133333e-02 -1.133333e-02 -8.518723e-04
1.028653e-09 -1.066667e-02 -1.066667e-02 -8.518723e-04
1.017821e-09 -1.000000e-02 -1.000000e-02 -8.518723e-04
1.016277e-09 -9.333333e-03 -9.333333e-03 -8.518723e-04
1.031281e-09 -8.666667e-03 -8.666667e-03 -8.518723e-04
1.013213e-09 -8.000000e-03 -8.000000e-03 -8.518723e-04
1.017353e-09 -7.333333e-03 -7.333333e-03 -8.518723e-04
1.017817e-09 -6.666667e-03 -6.666667e-03 -8.518723e-04
1.031899e-09 -6.000000e-03 -6.000000e-03 -8.518723e-04
1.020892e-09 -5.333333e-03 -5.333333e-03 -8.518723e-04
1.020240e-09 -4.666667e-03 -4.666667e-03 -8.518723e-04
1.016629e-09 -4.000000e-03 -4.000000e-03 -8.518723e-04
1.016218e-09 -3.333333e-03 -3.333333e-03 -8.518723e-04
1.011936e-09 -2.666667e-03 -2.666667e-03 -8.518723e-04
1.017257e-09 -2.000000e-03 -2.000000e-03 -8.518723e-04
1.017382e-09 -1.333333e-03 -1.333333e-03 -8.518723e-04
1.022921e-09 -6.666667e-04 -6.666667e-04 -8.518723e-04
1.011504e-09 0 0 -8.518723e-04
1.027379e-09 6.666667e-04 6.666667e-04 -8.518723e-04
1.022119e-09 1.333333e-03 1.333333e-03 -8.518723e-04
1.017264e-09 2.000000e-03 2.000000e-03 -8.518723e-04
1.020236e-09 2.666667e-03 2.666667e-03 -8.518723e-04
1.028218e-09 3.333333e-03 3.333333e-03 -8.518723e-04
