# Spin-echo spectrometer data file
# Start Time 7:26:6 20/8/2024

# System Status at:  7:26:6 20/8/2024
sample description: Ni(111)
comment:  
nozzle pressure: unused
nozzle temperature: +00.000
source backing pressure: Can't open [ /home/sudy/status/edwardsagc1.status ] at /home/sudy/bin/get_value line 16.
scattering chamber pressure by tpg:  1.8200E-09
crystal temperature: 29.33
manipulator desired alpha: 75.000000
manipulator desired beta: 2.326200
manipulator desired gamma: 24.994100
specular ga: 24.994117
detector pressure: Can't open [ /home/sudy/status/ionivac2.status ] at /home/sudy/bin/get_value line 16.
attenuation staus: /bin/bash: read_attenuation.sh: command not found

beam_prperties:
G5 0.101085
Psourse 3.08219e-05
p303 0.053640
p3053 0.000100
wika1 0.028103
wika2 0.170962
wika3 -0.261193
comp 0.042801
Gas:He3

channeltron voltage: 

# scan_1d(1.000000,-0.050000,0.050000,151,50,1,1)
# Calibrated current I1
# solenoid:1.000000
# min_value:-0.050000
# max_value:0.050000
I1-I2-A:1.020597
I1-I2-B:-0.000640
# other_solenoid_current:0
# numsteps:151
# numloops:50
# count_time:1
# savemode:1
# angular data
# loop number 1
9.297248e-10 -5.000000e-02 -5.000000e-02 -8.398662e-04
9.370368e-10 -4.933333e-02 -4.933333e-02 -8.398662e-04
9.329843e-10 -4.866667e-02 -4.866667e-02 -8.398662e-04
9.255948e-10 -4.800000e-02 -4.800000e-02 -8.398662e-04
9.309141e-10 -4.733333e-02 -4.733333e-02 -8.398662e-04
9.309012e-10 -4.666667e-02 -4.666667e-02 -8.398662e-04
9.273084e-10 -4.600000e-02 -4.600000e-02 -8.398662e-04
9.274599e-10 -4.533333e-02 -4.533333e-02 -8.398662e-04
9.246920e-10 -4.466667e-02 -4.466667e-02 -8.398662e-04
9.372042e-10 -4.400000e-02 -4.400000e-02 -8.398662e-04
9.303027e-10 -4.333333e-02 -4.333333e-02 -8.398662e-04
9.269736e-10 -4.266667e-02 -4.266667e-02 -8.398662e-04
9.355116e-10 -4.200000e-02 -4.200000e-02 -8.398662e-04
9.271210e-10 -4.133333e-02 -4.133333e-02 -8.398662e-04
9.269284e-10 -4.066667e-02 -4.066667e-02 -8.398662e-04
9.283047e-10 -4.000000e-02 -4.000000e-02 -8.398662e-04
9.353646e-10 -3.933333e-02 -3.933333e-02 -8.398662e-04
9.271501e-10 -3.866667e-02 -3.866667e-02 -8.398662e-04
9.319109e-10 -3.800000e-02 -3.800000e-02 -8.398662e-04
9.340709e-10 -3.733333e-02 -3.733333e-02 -8.398662e-04
9.319019e-10 -3.666667e-02 -3.666667e-02 -8.398662e-04
9.368069e-10 -3.600000e-02 -3.600000e-02 -8.398662e-04
9.214926e-10 -3.533333e-02 -3.533333e-02 -8.398662e-04
9.312312e-10 -3.466667e-02 -3.466667e-02 -8.398662e-04
9.200389e-10 -3.400000e-02 -3.400000e-02 -8.398662e-04
9.331479e-10 -3.333333e-02 -3.333333e-02 -8.398662e-04
9.332554e-10 -3.266667e-02 -3.266667e-02 -8.398662e-04
9.260849e-10 -3.200000e-02 -3.200000e-02 -8.398662e-04
9.282367e-10 -3.133333e-02 -3.133333e-02 -8.398662e-04
9.230085e-10 -3.066667e-02 -3.066667e-02 -8.398662e-04
9.327100e-10 -3.000000e-02 -3.000000e-02 -8.398662e-04
9.325546e-10 -2.933333e-02 -2.933333e-02 -8.398662e-04
9.172168e-10 -2.866667e-02 -2.866667e-02 -8.398662e-04
9.365444e-10 -2.800000e-02 -2.800000e-02 -8.398662e-04
9.220881e-10 -2.733333e-02 -2.733333e-02 -8.398662e-04
9.318472e-10 -2.666667e-02 -2.666667e-02 -8.398662e-04
9.333044e-10 -2.600000e-02 -2.600000e-02 -8.398662e-04
9.285589e-10 -2.533333e-02 -2.533333e-02 -8.398662e-04
9.226932e-10 -2.466667e-02 -2.466667e-02 -8.398662e-04
9.335151e-10 -2.400000e-02 -2.400000e-02 -8.398662e-04
9.261893e-10 -2.333333e-02 -2.333333e-02 -8.398662e-04
9.373512e-10 -2.266667e-02 -2.266667e-02 -8.398662e-04
9.317596e-10 -2.200000e-02 -2.200000e-02 -8.398662e-04
9.344932e-10 -2.133333e-02 -2.133333e-02 -8.398662e-04
9.309353e-10 -2.066667e-02 -2.066667e-02 -8.398662e-04
9.295063e-10 -2.000000e-02 -2.000000e-02 -8.398662e-04
9.316507e-10 -1.933333e-02 -1.933333e-02 -8.398662e-04
9.214538e-10 -1.866667e-02 -1.866667e-02 -8.398662e-04
9.249386e-10 -1.800000e-02 -1.800000e-02 -8.398662e-04
9.429022e-10 -1.733333e-02 -1.733333e-02 -8.398662e-04
9.360942e-10 -1.666667e-02 -1.666667e-02 -8.398662e-04
9.425881e-10 -1.600000e-02 -1.600000e-02 -8.398662e-04
9.236484e-10 -1.533333e-02 -1.533333e-02 -8.398662e-04
9.284551e-10 -1.466667e-02 -1.466667e-02 -8.398662e-04
9.268277e-10 -1.400000e-02 -1.400000e-02 -8.398662e-04
9.254501e-10 -1.333333e-02 -1.333333e-02 -8.398662e-04
9.343017e-10 -1.266667e-02 -1.266667e-02 -8.398662e-04
9.310807e-10 -1.200000e-02 -1.200000e-02 -8.398662e-04
9.342844e-10 -1.133333e-02 -1.133333e-02 -8.398662e-04
9.139641e-10 -1.066667e-02 -1.066667e-02 -8.398662e-04
9.325403e-10 -1.000000e-02 -1.000000e-02 -8.398662e-04
9.327127e-10 -9.333333e-03 -9.333333e-03 -8.398662e-04
9.342846e-10 -8.666667e-03 -8.666667e-03 -8.398662e-04
9.166664e-10 -8.000000e-03 -8.000000e-03 -8.398662e-04
9.258441e-10 -7.333333e-03 -7.333333e-03 -8.398662e-04
9.257650e-10 -6.666667e-03 -6.666667e-03 -8.398662e-04
9.245329e-10 -6.000000e-03 -6.000000e-03 -8.398662e-04
9.194563e-10 -5.333333e-03 -5.333333e-03 -8.398662e-04
9.418746e-10 -4.666667e-03 -4.666667e-03 -8.398662e-04
9.279694e-10 -4.000000e-03 -4.000000e-03 -8.398662e-04
9.260093e-10 -3.333333e-03 -3.333333e-03 -8.398662e-04
9.390691e-10 -2.666667e-03 -2.666667e-03 -8.398662e-04
9.212491e-10 -2.000000e-03 -2.000000e-03 -8.398662e-04
9.312175e-10 -1.333333e-03 -1.333333e-03 -8.398662e-04
9.304150e-10 -6.666667e-04 -6.666667e-04 -8.398662e-04
9.308198e-10 0 0 -8.398662e-04
9.204895e-10 6.666667e-04 6.666667e-04 -8.398662e-04
