# Spin-echo spectrometer data file
# Start Time 15:42:40 7/8/2024

# System Status at:  15:42:40 7/8/2024
sample description: Ni(111)
comment:  
nozzle pressure: unused
nozzle temperature: +00.000
source backing pressure: Can't open [ /home/sudy/status/edwardsagc1.status ] at /home/sudy/bin/get_value line 16.
scattering chamber pressure by tpg:  2.7000E-09
crystal temperature: 5.30
manipulator desired alpha: 75.000000
manipulator desired beta: 2.345600
manipulator desired gamma: 25.290000
specular ga: 25.290006
detector pressure: Can't open [ /home/sudy/status/ionivac2.status ] at /home/sudy/bin/get_value line 16.
attenuation staus: /bin/bash: read_attenuation.sh: command not found

beam_prperties:
G5 0.60651
Psourse 8.08835e-05
p303 0.109707
p3053 0.004876
wika1 0.020707
wika2 0.166064
wika3 -0.255327
comp 0.042801

Gas:He3

channeltron voltage: 

# scan_1d(1.000000,-0.050000,0.050000,151,50,1,1)
# Calibrated current I1
# solenoid:1.000000
# min_value:-0.050000
# max_value:0.050000
I1-I2-A:1.020597
I1-I2-B:-0.000640
# other_solenoid_current:0
# numsteps:151
# numloops:50
# count_time:1
# savemode:1
# angular data
# loop number 1
1.795323e-09 -5.000000e-02 -5.000000e-02 -8.623776e-04
1.780344e-09 -4.933333e-02 -4.933333e-02 -8.623776e-04
1.802848e-09 -4.866667e-02 -4.866667e-02 -8.623776e-04
1.786130e-09 -4.800000e-02 -4.800000e-02 -8.623776e-04
1.772932e-09 -4.733333e-02 -4.733333e-02 -8.623776e-04
1.778973e-09 -4.666667e-02 -4.666667e-02 -8.623776e-04
1.791044e-09 -4.600000e-02 -4.600000e-02 -8.623776e-04
1.784956e-09 -4.533333e-02 -4.533333e-02 -8.623776e-04
1.787697e-09 -4.466667e-02 -4.466667e-02 -8.623776e-04
1.773097e-09 -4.400000e-02 -4.400000e-02 -8.623776e-04
1.781528e-09 -4.333333e-02 -4.333333e-02 -8.623776e-04
1.778077e-09 -4.266667e-02 -4.266667e-02 -8.623776e-04
1.788265e-09 -4.200000e-02 -4.200000e-02 -8.623776e-04
1.793238e-09 -4.133333e-02 -4.133333e-02 -8.623776e-04
1.792126e-09 -4.066667e-02 -4.066667e-02 -8.623776e-04
1.792048e-09 -4.000000e-02 -4.000000e-02 -8.623776e-04
1.788252e-09 -3.933333e-02 -3.933333e-02 -8.623776e-04
1.769478e-09 -3.866667e-02 -3.866667e-02 -8.623776e-04
1.777580e-09 -3.800000e-02 -3.800000e-02 -8.623776e-04
1.788424e-09 -3.733333e-02 -3.733333e-02 -8.623776e-04
1.792637e-09 -3.666667e-02 -3.666667e-02 -8.623776e-04
1.782910e-09 -3.600000e-02 -3.600000e-02 -8.623776e-04
1.771992e-09 -3.533333e-02 -3.533333e-02 -8.623776e-04
1.780877e-09 -3.466667e-02 -3.466667e-02 -8.623776e-04
1.785608e-09 -3.400000e-02 -3.400000e-02 -8.623776e-04
1.789635e-09 -3.333333e-02 -3.333333e-02 -8.623776e-04
1.776720e-09 -3.266667e-02 -3.266667e-02 -8.623776e-04
1.783797e-09 -3.200000e-02 -3.200000e-02 -8.623776e-04
1.798350e-09 -3.133333e-02 -3.133333e-02 -8.623776e-04
1.789448e-09 -3.066667e-02 -3.066667e-02 -8.623776e-04
1.770222e-09 -3.000000e-02 -3.000000e-02 -8.623776e-04
1.796336e-09 -2.933333e-02 -2.933333e-02 -8.623776e-04
1.781868e-09 -2.866667e-02 -2.866667e-02 -8.623776e-04
1.781260e-09 -2.800000e-02 -2.800000e-02 -8.623776e-04
1.800084e-09 -2.733333e-02 -2.733333e-02 -8.623776e-04
1.775164e-09 -2.666667e-02 -2.666667e-02 -8.623776e-04
1.781667e-09 -2.600000e-02 -2.600000e-02 -8.623776e-04
1.794390e-09 -2.533333e-02 -2.533333e-02 -8.623776e-04
1.784881e-09 -2.466667e-02 -2.466667e-02 -8.623776e-04
1.796598e-09 -2.400000e-02 -2.400000e-02 -8.623776e-04
1.784483e-09 -2.333333e-02 -2.333333e-02 -8.623776e-04
1.807029e-09 -2.266667e-02 -2.266667e-02 -8.623776e-04
1.770703e-09 -2.200000e-02 -2.200000e-02 -8.623776e-04
1.776261e-09 -2.133333e-02 -2.133333e-02 -8.623776e-04
1.790745e-09 -2.066667e-02 -2.066667e-02 -8.623776e-04
1.783877e-09 -2.000000e-02 -2.000000e-02 -8.623776e-04
1.787491e-09 -1.933333e-02 -1.933333e-02 -8.623776e-04
1.787571e-09 -1.866667e-02 -1.866667e-02 -8.623776e-04
1.780116e-09 -1.800000e-02 -1.800000e-02 -8.623776e-04
1.789632e-09 -1.733333e-02 -1.733333e-02 -8.623776e-04
1.805400e-09 -1.666667e-02 -1.666667e-02 -8.623776e-04
1.804037e-09 -1.600000e-02 -1.600000e-02 -8.623776e-04
1.779696e-09 -1.533333e-02 -1.533333e-02 -8.623776e-04
1.790212e-09 -1.466667e-02 -1.466667e-02 -8.623776e-04
1.783754e-09 -1.400000e-02 -1.400000e-02 -8.623776e-04
1.787489e-09 -1.333333e-02 -1.333333e-02 -8.623776e-04
1.788203e-09 -1.266667e-02 -1.266667e-02 -8.623776e-04
1.790524e-09 -1.200000e-02 -1.200000e-02 -8.623776e-04
1.797039e-09 -1.133333e-02 -1.133333e-02 -8.623776e-04
1.792956e-09 -1.066667e-02 -1.066667e-02 -8.623776e-04
1.796681e-09 -1.000000e-02 -1.000000e-02 -8.623776e-04
1.786238e-09 -9.333333e-03 -9.333333e-03 -8.623776e-04
1.786240e-09 -8.666667e-03 -8.666667e-03 -8.623776e-04
1.778501e-09 -8.000000e-03 -8.000000e-03 -8.623776e-04
1.776572e-09 -7.333333e-03 -7.333333e-03 -8.623776e-04
1.788466e-09 -6.666667e-03 -6.666667e-03 -8.623776e-04
1.784275e-09 -6.000000e-03 -6.000000e-03 -8.623776e-04
1.786388e-09 -5.333333e-03 -5.333333e-03 -8.623776e-04
1.799175e-09 -4.666667e-03 -4.666667e-03 -8.623776e-04
1.771853e-09 -4.000000e-03 -4.000000e-03 -8.623776e-04
1.802973e-09 -3.333333e-03 -3.333333e-03 -8.623776e-04
1.790803e-09 -2.666667e-03 -2.666667e-03 -8.623776e-04
1.786281e-09 -2.000000e-03 -2.000000e-03 -8.623776e-04
1.800110e-09 -1.333333e-03 -1.333333e-03 -8.623776e-04
1.791183e-09 -6.666667e-04 -6.666667e-04 -8.623776e-04
1.789607e-09 0 0 -8.623776e-04
1.785197e-09 6.666667e-04 6.666667e-04 -8.623776e-04
1.789610e-09 1.333333e-03 1.333333e-03 -8.623776e-04
1.791768e-09 2.000000e-03 2.000000e-03 -8.623776e-04
1.790334e-09 2.666667e-03 2.666667e-03 -8.623776e-04
1.794884e-09 3.333333e-03 3.333333e-03 -8.623776e-04
1.787892e-09 4.000000e-03 4.000000e-03 -8.623776e-04
1.803997e-09 4.666667e-03 4.666667e-03 -8.623776e-04
1.790852e-09 5.333333e-03 5.333333e-03 -8.623776e-04
1.778090e-09 6.000000e-03 6.000000e-03 -8.623776e-04
1.800190e-09 6.666667e-03 6.666667e-03 -8.623776e-04
1.791004e-09 7.333333e-03 7.333333e-03 -8.623776e-04
1.794319e-09 8.000000e-03 8.000000e-03 -8.623776e-04
1.779827e-09 8.666667e-03 8.666667e-03 -8.623776e-04
1.788199e-09 9.333333e-03 9.333333e-03 -8.623776e-04
1.805962e-09 1.000000e-02 1.000000e-02 -8.623776e-04
1.797640e-09 1.066667e-02 1.066667e-02 -8.623776e-04
1.787705e-09 1.133333e-02 1.133333e-02 -8.623776e-04
1.790437e-09 1.200000e-02 1.200000e-02 -8.623776e-04
1.795563e-09 1.266667e-02 1.266667e-02 -8.623776e-04
1.784678e-09 1.333333e-02 1.333333e-02 -8.623776e-04
1.778619e-09 1.400000e-02 1.400000e-02 -8.623776e-04
1.789978e-09 1.466667e-02 1.466667e-02 -8.623776e-04
1.789427e-09 1.533333e-02 1.533333e-02 -8.623776e-04
1.784983e-09 1.600000e-02 1.600000e-02 -8.623776e-04
1.801292e-09 1.666667e-02 1.666667e-02 -8.623776e-04
1.789637e-09 1.733333e-02 1.733333e-02 -8.623776e-04
1.808468e-09 1.800000e-02 1.800000e-02 -8.623776e-04
1.783629e-09 1.866667e-02 1.866667e-02 -8.623776e-04
1.778611e-09 1.933333e-02 1.933333e-02 -8.623776e-04
1.789569e-09 2.000000e-02 2.000000e-02 -8.623776e-04
1.797180e-09 2.066667e-02 2.066667e-02 -8.623776e-04
1.791364e-09 2.133333e-02 2.133333e-02 -8.623776e-04
1.774086e-09 2.200000e-02 2.200000e-02 -8.623776e-04
1.798273e-09 2.266667e-02 2.266667e-02 -8.623776e-04
1.782646e-09 2.333333e-02 2.333333e-02 -8.623776e-04
1.777079e-09 2.400000e-02 2.400000e-02 -8.623776e-04
1.794022e-09 2.466667e-02 2.466667e-02 -8.623776e-04
1.795807e-09 2.533333e-02 2.533333e-02 -8.623776e-04
1.791499e-09 2.600000e-02 2.600000e-02 -8.623776e-04
1.797613e-09 2.666667e-02 2.666667e-02 -8.623776e-04
1.802587e-09 2.733333e-02 2.733333e-02 -8.623776e-04
1.812139e-09 2.800000e-02 2.800000e-02 -8.623776e-04
1.781796e-09 2.866667e-02 2.866667e-02 -8.623776e-04
1.797513e-09 2.933333e-02 2.933333e-02 -8.623776e-04
1.784708e-09 3.000000e-02 3.000000e-02 -8.623776e-04
1.797657e-09 3.066667e-02 3.066667e-02 -8.623776e-04
1.798240e-09 3.133333e-02 3.133333e-02 -8.623776e-04
1.795390e-09 3.200000e-02 3.200000e-02 -8.623776e-04
1.786007e-09 3.266667e-02 3.266667e-02 -8.623776e-04
1.797988e-09 3.333333e-02 3.333333e-02 -8.623776e-04
1.797768e-09 3.400000e-02 3.400000e-02 -8.623776e-04
1.794566e-09 3.466667e-02 3.466667e-02 -8.623776e-04
1.784089e-09 3.533333e-02 3.533333e-02 -8.623776e-04
1.802052e-09 3.600000e-02 3.600000e-02 -8.623776e-04
1.792883e-09 3.666667e-02 3.666667e-02 -8.623776e-04
1.798208e-09 3.733333e-02 3.733333e-02 -8.623776e-04
1.817722e-09 3.800000e-02 3.800000e-02 -8.623776e-04
1.781691e-09 3.866667e-02 3.866667e-02 -8.623776e-04
1.799010e-09 3.933333e-02 3.933333e-02 -8.623776e-04
1.805156e-09 4.000000e-02 4.000000e-02 -8.623776e-04
1.788995e-09 4.066667e-02 4.066667e-02 -8.623776e-04
1.770368e-09 4.133333e-02 4.133333e-02 -8.623776e-04
1.783570e-09 4.200000e-02 4.200000e-02 -8.623776e-04
1.792204e-09 4.266667e-02 4.266667e-02 -8.623776e-04
1.817519e-09 4.333333e-02 4.333333e-02 -8.623776e-04
