# Spin-echo spectrometer data file
# Start Time 5:50:13 31/7/2024

# System Status at:  5:50:13 31/7/2024
sample description: Ni(111)
comment:  
nozzle pressure: unused
nozzle temperature: +00.000
source backing pressure: Can't open [ /home/sudy/status/edwardsagc1.status ] at /home/sudy/bin/get_value line 16.
scattering chamber pressure by tpg:  2.9800E-09
crystal temperature: 29.33
manipulator desired alpha: 75.000000
manipulator desired beta: 2.265800
manipulator desired gamma: 14.062200
specular ga: 14.062199
detector pressure: Can't open [ /home/sudy/status/ionivac2.status ] at /home/sudy/bin/get_value line 16.
attenuation staus: /bin/bash: read_attenuation.sh: command not found

beam_prperties:
G5 0.60651
Psourse 8.08835e-05
p303 0.109707
p3053 0.005069
wika1 0.013312
wika2 0.168513
wika3 -0.233822
comp 0.042801

Gas:He3

channeltron voltage: 

# scan_1d(1.000000,-0.050000,0.050000,151,50,1,1)
# Calibrated current I1
# solenoid:1.000000
# min_value:-0.050000
# max_value:0.050000
I1-I2-A:1.020597
I1-I2-B:-0.000640
# other_solenoid_current:0
# numsteps:151
# numloops:50
# count_time:1
# savemode:1
# angular data
# loop number 1
3.016050e-10 -5.000000e-02 -5.000000e-02 -8.788860e-04
3.008683e-10 -4.933333e-02 -4.933333e-02 -8.788860e-04
3.016305e-10 -4.866667e-02 -4.866667e-02 -8.788860e-04
3.026347e-10 -4.800000e-02 -4.800000e-02 -8.788860e-04
3.027132e-10 -4.733333e-02 -4.733333e-02 -8.788860e-04
3.083726e-10 -4.666667e-02 -4.666667e-02 -8.788860e-04
2.961101e-10 -4.600000e-02 -4.600000e-02 -8.788860e-04
3.126234e-10 -4.533333e-02 -4.533333e-02 -8.788860e-04
3.077926e-10 -4.466667e-02 -4.466667e-02 -8.788860e-04
3.013286e-10 -4.400000e-02 -4.400000e-02 -8.788860e-04
2.974797e-10 -4.333333e-02 -4.333333e-02 -8.788860e-04
3.073652e-10 -4.266667e-02 -4.266667e-02 -8.788860e-04
3.078425e-10 -4.200000e-02 -4.200000e-02 -8.788860e-04
3.030055e-10 -4.133333e-02 -4.133333e-02 -8.788860e-04
3.065617e-10 -4.066667e-02 -4.066667e-02 -8.788860e-04
3.075393e-10 -4.000000e-02 -4.000000e-02 -8.788860e-04
3.006326e-10 -3.933333e-02 -3.933333e-02 -8.788860e-04
3.031252e-10 -3.866667e-02 -3.866667e-02 -8.788860e-04
3.015155e-10 -3.800000e-02 -3.800000e-02 -8.788860e-04
3.041149e-10 -3.733333e-02 -3.733333e-02 -8.788860e-04
3.071009e-10 -3.666667e-02 -3.666667e-02 -8.788860e-04
3.050451e-10 -3.600000e-02 -3.600000e-02 -8.788860e-04
3.023881e-10 -3.533333e-02 -3.533333e-02 -8.788860e-04
3.056604e-10 -3.466667e-02 -3.466667e-02 -8.788860e-04
3.057879e-10 -3.400000e-02 -3.400000e-02 -8.788860e-04
3.037459e-10 -3.333333e-02 -3.333333e-02 -8.788860e-04
2.979979e-10 -3.266667e-02 -3.266667e-02 -8.788860e-04
3.041484e-10 -3.200000e-02 -3.200000e-02 -8.788860e-04
2.992777e-10 -3.133333e-02 -3.133333e-02 -8.788860e-04
3.047648e-10 -3.066667e-02 -3.066667e-02 -8.788860e-04
3.074821e-10 -3.000000e-02 -3.000000e-02 -8.788860e-04
3.105317e-10 -2.933333e-02 -2.933333e-02 -8.788860e-04
3.039722e-10 -2.866667e-02 -2.866667e-02 -8.788860e-04
3.029036e-10 -2.800000e-02 -2.800000e-02 -8.788860e-04
2.996744e-10 -2.733333e-02 -2.733333e-02 -8.788860e-04
3.004828e-10 -2.666667e-02 -2.666667e-02 -8.788860e-04
2.984156e-10 -2.600000e-02 -2.600000e-02 -8.788860e-04
3.079549e-10 -2.533333e-02 -2.533333e-02 -8.788860e-04
3.066509e-10 -2.466667e-02 -2.466667e-02 -8.788860e-04
3.001245e-10 -2.400000e-02 -2.400000e-02 -8.788860e-04
3.035446e-10 -2.333333e-02 -2.333333e-02 -8.788860e-04
2.989963e-10 -2.266667e-02 -2.266667e-02 -8.788860e-04
2.998154e-10 -2.200000e-02 -2.200000e-02 -8.788860e-04
